poi_name,Latitude,Longitude,destination_name,DestinationID,source_city,Characteristics
Visvesvaraya Industrial Museum,12.974777294524394,77.59648174730837,Visvesvaraya Industrial Museum,7,Bangalore,
Church Street,12.974848665613727,77.60517240601827,Church Street,8,Bangalore,
St. Mary's Basilica,12.984386775807485,77.60427307703702,St. Mary's Basilica,9,Bangalore,
CSI St.Mark's Cathedral Bangalore,12.976096273652688,77.6002302011451,CSI St.Mark's Cathedral Bangalore,10,Bangalore,
Kanaka Sarovar Lake,13.046226789958643,77.66636443801022,Kanaka Sarovar Lake,11,Bangalore,
Freedom Park,12.977791759024615,77.58223243785129,Freedom Park,12,Bangalore,
Jawaharlal Nehru Planeturium and Indira Gandhi Park,12.985382412175833,77.59074518363636,Jawaharlal Nehru Planeturium and Indira Gandhi Park,13,Bangalore,
Lumbini Garden and Nagawar Lake,13.044488092477492,77.60872331830075,Lumbini Garden and Nagawar Lake,14,Bangalore,
Bungee Rock Park,12.942408064242167,77.56937961628343,Bungee Rock Park,15,Bangalore,
MN Krishna Rao Park,12.942534551651551,77.57532807437639,MN Krishna Rao Park,16,Bangalore,
Bengaluru Palace,13.011048424065546,77.58558942954582,Bengaluru Palace,17,Bangalore,
Jayamahal Garden,13.000404790097608,77.5981933454322,Jayamahal Garden,18,Bangalore,
Nimhans Convention Centre,12.94316129,77.59637094,Nimhans Convention Centre,19,Bangalore,
Bengaluru Fort,12.96284361,77.57556433,Bengaluru Fort,20,Bangalore,
Chennakeshava Swamy Temple,12.275583357825456,76.88190241289432,Chennakeshava Swamy Temple,21,Bangalore,
Mysore Chamundeshwari Temple,12.272695101164802,76.67067289237009,Mysore Chamundeshwari Temple,22,Bangalore,
Mysore Phillomena Cathedral,12.32103032874494,76.65821615706052,Mysore Phillomena Cathedral,23,Bangalore,
Mysore Shukavan Bird Park,12.284384354107964,76.65695732323044,Mysore Shukavan Bird Park,24,Bangalore,
Mysore Mahishasura Statue,12.2748482,76.6709887,Mysore Mahishasura Statue,25,Bangalore,
Mysore Sunset Point,12.271847,76.6694966,Mysore Sunset Point,26,Bangalore,
Mysore Nandi Statue,12.279167,76.6678431,Mysore Nandi Statue,27,Bangalore,
Mysore Zoo,12.30012507244228,76.66861575401211,Mysore Zoo,28,Bangalore,
Mysore Chikka Gadiyara Market,12.309755290073351,76.65215580793965,Mysore Chikka Gadiyara Market,29,Bangalore,
Mysore Palace,12.304805899672566,76.65596675204785,Mysore Palace,30,Bangalore,
Mysore Mahadevpura Shooting Spot - Coconut Park,12.389277571341214,76.79272515667088,Mysore Mahadevpura Shooting Spot - Coconut Park,31,Bangalore,
Mysore Tipu Sultan Resting Place 1,12.4112886,76.7134468,Mysore Tipu Sultan Resting Place,32,Bangalore,
Mysore Commoretive STructure,12.4248984,76.6746835,Mysore Commoretive STructure,33,Bangalore,
Mysore Lotus POND,12.4238492,76.6554831,Mysore Lotus POND,34,Bangalore,
Talakkadu Temple,12.180242735996112,77.02755811242058,Talakkadu Temple,35,Bangalore,
Mysore Daria Daulat Bagh,12.4197045,76.6964458,Mysore Daria Daulat Bagh,36,Bangalore,
Mysore Shreerangapattana,12.42265200866268,76.68424668002704,Mysore Shreerangapattana,37,Bangalore,
Shreerangapattana Mosque Masjid-i-Ala (Jama Masjid),12.422441472715612,76.68904646189168,Shreerangapattana Mosque Masjid-i-Ala (Jama Masjid),38,Bangalore,
Mysore Tipu Sultan Fort and Palace,12.4258122,76.6880901,Mysore Tipu Sultan Fort and Palace,39,Bangalore,
Mysore Ranganathswamy Temple,12.4249986,76.6794137,Mysore Ranganathswamy Temple,40,Bangalore,
Mysore Colonel Bailey's Dungeon,12.4266076,76.6790525,Mysore Colonel Bailey's Dungeon,41,Bangalore,
Tipu Sultan Museum,12.4180142,76.6962281,Tipu Sultan Museum,42,Bangalore,
Mysore ZamZam Bazar,12.3190183,76.6544262,Mysore ZamZam Bazar,43,Bangalore,
GaganchutkiWaterfalls,12.295951194023738,77.1663176340186,GaganchutkiWaterfalls,44,Bangalore,
Bharachukki Waterfalls,12.28916422913833,77.18179777932892,Bharachukki Waterfalls,45,Bangalore,
CauverySplitKatte,12.260639445556,77.16856879728164,CauverySplitKatte,46,Bangalore,
Mysore Boating,12.424539131291413,76.6529006798126,Mysore Boating,47,Bangalore,
Mysore Brindavan Gardens,12.422269845334023,76.5726483261218,Mysore Brindavan Gardens,48,Bangalore,
Mysore Railway Museum,12.316538345403542,76.64381750040546,Mysore Railway Museum,49,Bangalore,
Mysore JaganMohan Palace,12.306788087968425,76.64987392929346,Mysore JaganMohan Palace,50,Bangalore,
Banerghatta Natioanal Park 1,12.75829225455326,77.5879171575845,Banerghatta Natioanal Park,51,Bangalore,
BLR-MYS Highway Hillpoint View,12.74471067153081,77.27601835582075,BLR-MYS Highway Hillpoint View,52,Bangalore,
BLR_LalBagh Rock,12.948344031721886,77.58969347561919,BLR_LalBagh Rock,53,Bangalore,
MuthyalaWaterfall,12.6853956,77.6633273,MuthyalaWaterfall,54,Bangalore,
Wonderla Bangalore,12.834156311104351,77.40102672612905,Wonderla Bangalore,55,Bangalore,
MG Road BLr 1,12.97491354363671,77.60906406236633,MG Road BLr,56,Bangalore,
Sri Big Bull Temple,12.941896514709136,77.56796864104898,Sri Big Bull Temple,57,Bangalore,
National Gallery of Modern Art,12.989328814348196,77.58808067683093,National Gallery of Modern Art,58,Bangalore,
IISc Bangalore,13.015509473381323,77.56736011248844,IISc Bangalore,59,Bangalore,
JayaPrakashNarayanaPark,13.033352042322075,77.55046752026465,JayaPrakashNarayanaPark,60,Bangalore,
Avalahalli Forest,13.130453642198804,77.5483697917458,Avalahalli Forest,61,Bangalore,
GandhiBhavanMuseum,12.9880235050372,77.58030971290084,GandhiBhavanMuseum,62,Bangalore,
Chinnaswamy Stadium,12.9787711683408,77.59952774941473,Chinnaswamy Stadium,63,Bangalore,
MGRoad-TAJHotel,12.973265538004506,77.61960112179456,MGRoad-TAJHotel,64,Bangalore,
OberoiHotel-BLR,12.973681866951573,77.61822599264273,OberoiHotel-BLR,65,Bangalore,
PARKHOTEL-BLR,12.974057559261505,77.61948566399984,PARKHOTEL-BLR,66,Bangalore,
Raddison Hotel BLR,12.976192912837986,77.6194009535838,Raddison Hotel BLR,67,Bangalore,
Conrad BLR Hotel,12.975247719543836,77.62073137645886,Conrad BLR Hotel,68,Bangalore,
Brahmin's Coffee Bar-BLR,12.953904351455453,77.56881087318368,Brahmin's Coffee Bar-BLR,69,Bangalore,
MTR Restaurant,12.955178882540872,77.58550585315876,MTR Restaurant,70,Bangalore,
Koshy's Restaurant,12.975860895453604,77.60153061500735,Koshy's Restaurant,71,Bangalore,
Lalbagh Waterfall,12.946068594583483,77.58625314689779,Lalbagh Waterfall,72,Bangalore,
Ashok Pillar Monument,12.94370950673898,77.58527311703943,Ashok Pillar Monument,73,Bangalore,
HotelLeela Palace BLR,12.960263311553785,77.64840536749652,HotelLeela Palace BLR,74,Bangalore,
Commercial Street BLR,12.982265863932128,77.60821117396516,Commercial Street BLR,75,Bangalore,
Brigade Road Shopping BLR,12.971513720344529,77.60678029174285,Brigade Road Shopping BLR,76,Bangalore,
UB City Mall+FoodBLR,12.971872429019964,77.59612345765204,UB City Mall+FoodBLR,77,Bangalore,
Residency Road BLR,12.969836686976285,77.60295956101584,Residency Road BLR,78,Bangalore,
Diamond District BLR,12.959317870056298,77.64365849476818,Diamond District BLR,79,Bangalore,
80 Ft. Road,12.97261935959091,77.64698458619004,Ft. Road,80,Bangalore,
Mysore City Centre Market,12.308471019317654,76.65298086981278,Mysore City Centre Market,81,Bangalore,
IIM BLR,12.895443311241646,77.60215764512274,IIM BLR,82,Bangalore,
Munnar Tea Garden View Point,10.0421056769336,77.03994021873038,Munnar Tea Garden View Point,1,Munnar,
Pomathendu Munnar Tea Garden View,10.059648636282526,77.06395958907717,Pomathendu Munnar Tea Garden View,2,Munnar,
Munnar Pothamendu,10.036556323991968,77.07679665506161,Munnar Pothamendu,3,Munnar,
Munnar Tea Hill Hiking Spot,10.028382259902068,77.04557394106848,Munnar Tea Hill Hiking Spot,4,Munnar,
Wonder Valley Adventure Amusement Park Munnar,10.027158840440425,77.03557039892789,Wonder Valley Adventure Amusement Park Munnar,5,Munnar,
Dream Land Adventure Amusement Park,10.016703039608991,77.04700450785305,Dream Land Adventure Amusement Park,6,Munnar,
Munnar Lakshmi Tea Estate,10.06375951567566,76.99922583447953,Munnar Lakshmi Tea Estate,7,Munnar,
Photo Shoot Point Munnar,10.059982734146894,77.01679704712947,Photo Shoot Point Munnar,8,Munnar,
Munnar Tea Museum,10.094243119736833,77.0504043405215,Munnar Tea Museum,9,Munnar,
Kolukammai Tea Estate-Jeep Tour and Birdwatching,10.088892477204386,77.05945595343144,Kolukammai Tea Estate-Jeep Tour and Birdwatching,10,Munnar,
Munnar Botanical Estate,10.083065168520903,77.07088651025823,Munnar Botanical Estate,11,Munnar,
Blossom Hudel Park-Garden,10.069078286934468,77.06654410064007,Blossom Hudel Park-Garden,12,Munnar,
Ramaswamy Dam Lake View Point,10.068127884097622,77.06735203490278,Ramaswamy Dam Lake View Point,13,Munnar,
Carmelgiri Elepphant Park,10.095143224077765,77.09931319024157,Carmelgiri Elepphant Park,14,Munnar,
Eco Point Munnar-Lake,10.122293217300154,77.15435931916988,Eco Point Munnar-Lake,15,Munnar,
Matupettu Dam Lake,10.108568765626044,77.12380898053145,Matupettu Dam Lake,16,Munnar,
Munnar Rose Garden,10.086389009939277,77.07583206232711,Munnar Rose Garden,17,Munnar,
Attukkad Waterfall Munnar,10.053377049027835,77.05872179462926,Attukkad Waterfall Munnar,18,Munnar,
Munnar Forest Adventure,10.08458312601078,77.06041801106046,Munnar Forest Adventure,19,Munnar,
Birla Waterfall,10.305185452970427,76.94875998336809,Birla Waterfall,20,Munnar,
Sholayar Lake Dam View PT,10.30755699881142,76.88649687831841,Sholayar Lake Dam View PT,21,Munnar,
Chinna Kalar Waterfall,10.302381402105004,77.02870891615032,Chinna Kalar Waterfall,22,Munnar,
Iraichal Parai Waterfall,10.337137754237698,77.00832746999959,Iraichal Parai Waterfall,23,Munnar,
Valparai Market,10.32564472967863,76.9529225779376,Valparai Market,24,Munnar,
Thirumoorthy Waterfall and Temple,10.45129066944232,77.1595608962812,Thirumoorthy Waterfall and Temple,25,Munnar,
Munnar Town Centre Bazaar,10.086764359492014,77.06108206264639,Munnar Town Centre Bazaar,26,Munnar,
Tea Estate Poothakuzzy,10.09293264257236,77.0565325841806,Tea Estate Poothakuzzy,27,Munnar,
Kadalukaani Paani Sunset,8.747832073848732,76.9055171231503,Kadalukaani Paani Sunset,28,Munnar,
Meenmutti Waterfall,8.78182502292081,76.91789501049456,Meenmutti Waterfall,29,Munnar,
RajaRaviVermaArtGallery,8.768349998647174,76.86704609213272,RajaRaviVermaArtGallery,30,Munnar,
CHithirapuram Tea Estate Path,10.032606607029129,77.04331189932125,CHithirapuram Tea Estate Path,31,Munnar,
Tata Tea Consumer Centre,10.088816260293932,77.05564481383058,Tata Tea Consumer Centre,32,Munnar,
Thirumeny Cultural Centre Munnar Plays and Dances,10.088148504798289,77.06156534964083,Thirumeny Cultural Centre Munnar Plays and Dances,33,Munnar,
Nayakammad Waterfall,10.135845320449446,77.06064667967598,Nayakammad Waterfall,34,Munnar,
Evaikulam Waterfall,10.144873872933918,77.04328057391925,Evaikulam Waterfall,35,Munnar,
carvar Marsh Statue -Karvarkal estate,10.3770717438228,76.9952203543996,carvar Marsh Statue -Karvarkal estate,36,Munnar,
