hotel_name,hotel_rating,city,amenities,hotel_price
Silent Shores Resort & Spa,4.3,Mysore,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",6838.0
Maya's Kings Kourt,4.1,Mysore,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry",1852.0
Rahee Bi Roambay,4.5,Mysore,"0, 0, 0, 0, 0, 0, 0, 0, 0",1398.0
REGALIA INN AND SUITES,4.0,Mysore,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry",1628.0
Hotel Kalyani,3.9,Mysore,"2-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle",1288.0
Royal Tusker Luxury Service Apartments,4.9,Mysore,"Free Wi-Fi, Free parking, Air conditioning, Spa, Breakfast, Kitchen, Airport shuttle, Full-service laundry, Accessible",2107.0
Grand Maurya Hotel & Resort,4.1,Mysore,"2-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",2828.0
Tulips Homestay Mysore,4.4,Mysore,"Sleeps 4, Airport shuttle, Cable TV, Wheelchair accessible, Free parking, Free Wi-Fi, No air conditioning, No beach access, No elevator",2387.0
LP Vilas,4.4,Dehradun,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",5848.0
Shahanshahi Adventure Park and Wellness Resort,4.2,Dehradun,"Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa, Bar",3207.0
The River's Edge Farm - A Boutique Stay,4.5,Dehradun,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Room service, Airport shuttle, Full-service laundry, Kid-friendly",6114.0
Mango Tree Courtyard,4.7,Dehradun,"Free breakfast, Paid parking, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry, Kid-friendly, 0",2285.0
Hyatt Regency Dehradun Resort and Spa,4.6,Dehradun,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa",20562.0
The Hosteller Dehradun,4.8,Dehradun,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Full-service laundry, 0, 0, 0",1315.0
Adidev Group of Homestays,4.6,Dehradun,"Breakfast, Free Wi-Fi, Paid parking, Kitchen, Full-service laundry, 0, 0, 0, 0",1005.0
Riverstone Cottages,4.0,Dehradun,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Full-service laundry, Kid-friendly",4686.0
Ramada by Wyndham,4.2,Dehradun,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",6131.0
"Tree of Life Resort, Dehradun Foothills",4.5,Dehradun,"Free breakfast, Free Wi-Fi, Free parking, Pool, Pet-friendly, Restaurant, Room service, Kitchen, Full-service laundry",6176.0
Hotel Rajpur Heights,4.0,Dehradun,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",2169.0
Bhagwant Villa - A terrace view,4.4,Dehradun,"Sleeps 4, 1 bedroom, Fireplace, Paid parking, No air conditioning, No crib, No elevator, No fitness center, No ironing board",2090.0
Fairfield by Marriott Dehradun,4.4,Dehradun,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",11682.0
The Sal Woods - Forest Retreat and Spa,3.9,Dehradun,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Pet-friendly, Spa, Restaurant",6384.0
Old British House,4.7,Dehradun,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Business center",1923.0
Hotel JSR Continental,3.9,Dehradun,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",3843.0
Clarion Hotel Dehradun,4.4,Dehradun,"0, 0, 0, 0, 0, 0, 0, 0, 0",3728.0
Hotel Embassy Dehradun & The Trekkers Hostel,3.8,Dehradun,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly",1069.0
Mango Tree Courtyard | Heritage Rooms with Wi-Fi,4.5,Dehradun,"Sleeps 9, 3 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator",3775.0
Treebo Trend Elysee,3.8,Dehradun,"Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle, Full-service laundry",9035.0
Treebo Trend Blessing Bells,4.0,Dehradun,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly",9037.0
Walisons Hotel,4.2,Srinagar,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly",3780.0
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,Srinagar,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible",8991.0
Zostel Srinagar,4.5,Srinagar,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Airport shuttle, Smoke-free, 0, 0",1853.0
The Shelter Heritage A Boutique Hotel,4.5,Srinagar,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Golf, Full-service laundry",2510.0
Hotel Samar,4.2,Srinagar,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Restaurant, Airport shuttle, Full-service laundry, Kid-friendly, Smoke-free",1669.0
Jamal Resorts,4.0,Srinagar,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Airport shuttle",4215.0
Hotel Himalayan Resort,4.1,Srinagar,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pet-friendly, Bar, Restaurant, Room service, Kitchen",3920.0
Hotel New Green View Srinagar (Ghulam),3.8,Srinagar,"0, 0, 0, 0, 0, 0, 0, 0, 0",723.0
Asian Park Hotel,3.8,Srinagar,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",4456.0
The victory (A Boutique Hotel),4.0,Srinagar,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Kitchen, Airport shuttle, Full-service laundry",3686.0
Hotel Sultan Residency,4.6,Srinagar,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Restaurant, Room service, Airport shuttle, Full-service laundry",1848.0
Hotel Royal Heritage,4.2,Srinagar,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry",3935.0
Floating Heritage Group,3.9,Srinagar,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Pet-friendly, Fitness center",1344.0
Hotel Kashmir Inn,3.9,Srinagar,"2-star hotel, Free Wi-Fi, Paid parking, Pool, Breakfast, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly",826.0
Hotel Merlin Palace,4.8,Srinagar,"0, 0, 0, 0, 0, 0, 0, 0, 0",1344.0
Hotel Kashmir Hilltown,3.8,Srinagar,"3-star hotel, Free Wi-Fi, Paid parking, Pool, Kitchen, Full-service laundry, Kid-friendly, 0, 0",1700.0
Hotel Zaryab,4.7,Srinagar,"Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry, Accessible",5679.0
Hotel Meridien,4.0,Srinagar,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry",3632.0
Hotel Lake Scene,3.4,Srinagar,"0, 0, 0, 0, 0, 0, 0, 0, 0",664.0
"The Orchard Retreat & Spa, Srinagar",4.3,Srinagar,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",14172.0
Radisson Hotel Srinagar,4.1,Srinagar,"3-star hotel, Breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Spa, Restaurant, Room service",14160.0
Centre Point,4.2,Jamshedpur,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",4480.0
Hotel Golden Heights - Best Hotel | Budget Hotel | Best Review Hotel in Jamshedpur,4.2,Jamshedpur,"Free Wi-Fi, Pool, Restaurant, Kitchen, Full-service laundry, 0, 0, 0, 0",1762.0
The Cruze,4.2,Jamshedpur,"0, 0, 0, 0, 0, 0, 0, 0, 0",5664.0
Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,4.0,Jamshedpur,"3-star hotel, Free breakfast, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly",1384.0
The Bizton,4.5,Jamshedpur,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service, Kitchen",5550.0
Adarsh Guest House,4.5,Jamshedpur,"4-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Kitchen",448.0
Ramada by Wyndham Jamshedpur,4.2,Jamshedpur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",5008.0
The Onyx Hotel - Hotel in Jamshedpur,4.3,Jamshedpur,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly",2284.0
Hotel Trax International,4.7,Jamshedpur,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry",1972.0
The Altira Hotel,4.1,Jamshedpur,"3-star hotel, Breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Kitchen, Full-service laundry, Kid-friendly",1477.0
NOVANTA JAMSHEDPUR,4.4,Jamshedpur,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle, Full-service laundry",6689.0
Ginger Jamshedpur,4.0,Jamshedpur,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Full-service laundry, Kid-friendly, 0",3135.0
"The Sonnet, Jamshedpur",4.3,Jamshedpur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",3554.0
HOTEL DS INTERNATIONAL & KALYANAM BANQUET HALL,4.1,Jamshedpur,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry",2668.0
Madhuban Motel,4.0,Jamshedpur,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly, 0",2726.0
Capsule Pod Hotel,4.4,Jamshedpur,"0, 0, 0, 0, 0, 0, 0, 0, 0",1073.0
Hotel Chandra,4.1,Jamshedpur,"2-star hotel, Breakfast, Free Wi-Fi, Air conditioning, Room service, Full-service laundry, Business center, Kid-friendly, Smoke-free",729.0
Hotel Grand Residency,4.0,Jamshedpur,"Free breakfast, Free Wi-Fi, Pool, Restaurant, Room service, Kitchen, Full-service laundry, 0, 0",2281.0
Treebo Trend Pal Comfort - Hotel in Jamshedpur,4.2,Jamshedpur,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry, Kid-friendly",2142.0
Gyani's Hotel,4.6,Jamshedpur,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible, Smoke-free",1779.0
THE PRABHA INTERNATIONAL HOTEL & CATERERS,4.0,Gwalior,"Free breakfast, Free Wi-Fi, Free parking, Hot tub, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",2158.0
Hotel Ambience,3.9,Gwalior,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",2191.0
Hotel Solitaire Inn,3.9,Gwalior,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Room service, Full-service laundry, Kid-friendly, Smoke-free",1372.0
Radisson Gwalior,4.3,Gwalior,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",6160.0
Hotel Countryside,3.1,Gwalior,"0, 0, 0, 0, 0, 0, 0, 0, 0",1230.0
The Empire Resort,4.3,Gwalior,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Spa, Restaurant, Room service, Kitchen",2785.0
Clarks Inn Suites Gwalior,4.4,Gwalior,"4-star hotel, Free breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",4280.0
The Moziac Hotel,4.0,Gwalior,"Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Spa, Restaurant, Room service, Kitchen, Full-service laundry",2116.0
"Taj Usha Kiran Palace, Gwalior",4.5,Gwalior,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",20894.0
Imperial Golf Resort and Wedding Lawns,4.5,Gwalior,"0, 0, 0, 0, 0, 0, 0, 0, 0",12458.0
Hotel Gold Inn,3.9,Gwalior,"Free Wi-Fi, Free parking, Restaurant, Room service, Kitchen, Full-service laundry, Smoke-free, 0, 0",2034.0
Hotel Anand Palace,3.7,Gwalior,"3-star hotel, Breakfast, Free Wi-Fi, Air conditioning, Pet-friendly, Restaurant, Room service, Airport shuttle, Full-service laundry",1119.0
Royal Sunrise Resort,3.9,Gwalior,"Free Wi-Fi, Paid parking, Pool, Kitchen, Full-service laundry, 0, 0, 0, 0",3232.0
Krishnam Guest House,4.0,Gwalior,"0, 0, 0, 0, 0, 0, 0, 0, 0",1115.0
Hotel Centella,4.1,Gwalior,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Smoke-free, 0",2567.0
Chaitanya Kalyan Guest House,3.7,Gwalior,"0, 0, 0, 0, 0, 0, 0, 0, 0",672.0
Dera Haveli Heritage Homestay,4.3,Gwalior,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly, 0",4312.0
Govind Niwas Home Stay,2.6,Gwalior,"Sleeps 8, 3 bedrooms, Air conditioning, Fireplace, Cable TV, Paid parking, Free Wi-Fi, No crib, No elevator",1304.0
The Central Park Hotel,3.9,Gwalior,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",5641.0
Treebo Trend Baby Pearl,3.9,Amravati,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",1909.0
Hotel Gouri Inn,3.9,Amravati,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible",2225.0
Hotel Regency,4.1,Amravati,"3-star hotel, Free breakfast, Free parking, Wi-Fi, Room service, Full-service laundry, Kid-friendly, Smoke-free, 0",969.0
The Grand Mehfil,4.3,Amravati,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",4021.0
Maniratna Resort,4.0,Amravati,"0, 0, 0, 0, 0, 0, 0, 0, 0",3588.0
Hotel Rangoli Pearl,4.1,Amravati,"1-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",3130.0
Empire Stay,4.5,Amravati,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle",2808.0
Hotel Four Season,3.5,Amravati,"0, 0, 0, 0, 0, 0, 0, 0, 0",2973.0
The Prime Park,4.3,Amravati,"0, 0, 0, 0, 0, 0, 0, 0, 0",3394.0
Hotel Vandu International,4.0,Amravati,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible",2526.0
Hotel Rajdhani,4.0,Amravati,"Free breakfast, Free Wi-Fi, Air conditioning, Pet-friendly, Airport shuttle, Full-service laundry, Kid-friendly, 0, 0",1568.0
Hotel Excel Executive,3.8,Amravati,"3-star hotel, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Restaurant, Room service, Kitchen",1830.0
"The Peerless Inn, Durgapur",4.0,Durgapur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Kitchen",2589.0
The Citi Residenci Hotel,4.2,Durgapur,"Free breakfast, Free Wi-Fi, Free parking, Pool, Fitness center, Spa, Bar, Restaurant, Room service",2576.0
"Fortune Park Pushpanjali, Durgapur - Member ITC's hotel group",4.6,Durgapur,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",5881.0
HOTEL GALAXY INN,3.6,Durgapur,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Air conditioning, Room service, Airport shuttle, Full-service laundry, Kid-friendly",795.0
The Damodar Retreat,4.6,Durgapur,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry, Kid-friendly",2183.0
Banerjee Inn- City Centre,4.1,Durgapur,"3-star hotel, Free breakfast, Wi-Fi, Pool, Air conditioning, Bar, Restaurant, Room service, Full-service laundry",1764.0
City International Hotel,3.8,Durgapur,"3-star hotel, Free parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry, Kid-friendly, 0, 0",1518.0
Morvee Hotels Durgapur,4.4,Durgapur,"Free breakfast, Free Wi-Fi, Paid parking, Spa, Restaurant, Room service, Kitchen, Airport shuttle, Full-service laundry",2245.0
Kalpana Inn,4.0,Durgapur,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Restaurant, Room service, Full-service laundry",1223.0
The Spices,4.0,Durgapur,"0, 0, 0, 0, 0, 0, 0, 0, 0",1663.0
Hotel Steel Regency,3.6,Durgapur,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Room service, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly",1039.0
Hotel Astor,4.3,Durgapur,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry, Business center",1992.0
Park prime hotel,3.9,Durgapur,"3-star hotel, Free breakfast, Free Wi-Fi, Pool, Restaurant, Room service, Kitchen, Full-service laundry, 0",2388.0
OJAS HOTEL & RESORT,4.4,Durgapur,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry",1985.0
Kohinoor Hotel and Restaurant Benachity (A Legend since 1956),3.7,Durgapur,"0, 0, 0, 0, 0, 0, 0, 0, 0",1280.0
Hotel ASTOR,4.5,Durgapur,"Free breakfast, Free Wi-Fi, Pool, Restaurant, Room service, Kitchen, Full-service laundry, 0, 0",2047.0
Treebo Trend Winsome Banquet And Resort,4.6,Ranchi,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry, Business center",2304.0
Treebo Trend Archie Regency,4.0,Ranchi,"3-star hotel, Free breakfast, Free Wi-Fi, Air conditioning, Restaurant, Room service, Full-service laundry, Kid-friendly, 0",2205.0
Radisson Blu Hotel Ranchi,4.5,Ranchi,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Hot tub, Air conditioning, Fitness center, Spa",8047.0
"FabHotel Accord - Hotel in Ranchi Railway Station, Ranchi",4.6,Ranchi,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Paid parking, Restaurant, Room service, Kid-friendly, 0",2426.0
Park Prime Ranchi,4.0,Ranchi,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa",3931.0
Hotel Meera,4.2,Ranchi,"Free Wi-Fi, Pool, Air conditioning, Full-service laundry, Kid-friendly, 0, 0, 0, 0",645.0
The Royal Retreat,4.2,Ranchi,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant, Room service",4140.0
Maplewood Hotel,4.1,Ranchi,"3-star hotel, Free breakfast, Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Full-service laundry, Accessible",3121.0
Hotel Kuber Palace,4.6,Ranchi,"1-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Bar, Restaurant, Room service",1120.0
Hotel Fountain,4.3,Ranchi,"0, 0, 0, 0, 0, 0, 0, 0, 0",1680.0
Samargarh Resorts and hotel,3.9,Ranchi,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Pet-friendly, Restaurant, Room service, Full-service laundry",2654.0
The Cennet Ranchi,4.4,Ranchi,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Restaurant, Room service, Kitchen, Full-service laundry, 0",2160.0
Hotel Sohrai inn,4.5,Ranchi,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Room service, Airport shuttle, Full-service laundry, Accessible",1317.0
Chanakya BNR Hotel,4.4,Ranchi,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Restaurant, Room service",7116.0
"Hotel Green Horizon Station Road, Ranchi. 834001",4.2,Ranchi,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Fitness center, Restaurant, Room service, Full-service laundry",3087.0
Capitol Hill,4.3,Ranchi,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",6318.0
Divisha The Bali Resort,4.9,Ranchi,"0, 0, 0, 0, 0, 0, 0, 0, 0",840.0
Divisha Hotel Marina,4.7,Ranchi,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Pet-friendly, Spa, Bar, Restaurant",1624.0
"Le Lac Sarovar Portico, Ranchi",4.2,Ranchi,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Bar, Restaurant, Room service",7056.0
Hotel AVN Grand,4.2,Ranchi,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle",5600.0
Treebo Trend Lalaji'S Executive,3.9,Aurangabad,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",2444.0
Treebo Trend Admiral Suites,3.5,Aurangabad,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Room service, Kitchen, Full-service laundry, 0, 0",2451.0
Zostel Aurangabad,4.4,Aurangabad,"Breakfast, Free Wi-Fi, Free parking, Air conditioning, Smoke-free, 0, 0, 0, 0",1219.0
MTDC Aurangabad Resort,3.8,Aurangabad,"Free breakfast, Paid parking, Pool, Restaurant, Kitchen, Airport shuttle, Full-service laundry, Kid-friendly, 0",1680.0
Hotel Royal Regency,3.7,Aurangabad,"2-star hotel, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry",914.0
Hotel Modi Samrat,4.3,Aurangabad,"2-star hotel, Breakfast, Free Wi-Fi, Free parking, Restaurant, Room service, Kitchen, Full-service laundry, Smoke-free",1263.0
Ginger Aurangabad,4.0,Aurangabad,"3-star hotel, Free Wi-Fi, Paid parking, Air conditioning, Fitness center, Breakfast, Full-service laundry, Kid-friendly, 0",2799.0
Hotel J P International,3.7,Aurangabad,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",2513.0
Hotel Holiday Era Lodging,3.5,Aurangabad,"2-star hotel, Free breakfast, Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",871.0
7 Apple Hotel - Aurangabad,4.0,Aurangabad,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Full-service laundry, Accessible, Kid-friendly",2244.0
Hotel Holiday Pride,4.2,Aurangabad,"0, 0, 0, 0, 0, 0, 0, 0, 0",1813.0
Hotel The Sky Court,3.9,Aurangabad,"3-star hotel, Free breakfast, Free Wi-Fi, Pool, Air conditioning, Restaurant, Room service, Airport shuttle, Full-service laundry",1836.0
"Welcomhotel By ITC Hotels, Rama International, Aurangabad-Premium business & leisure hotel| Near Ajanta Ellora Caves",4.5,Aurangabad,"5-star hotel, Breakfast, Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",9636.0
"Ambassador Ajanta Hotel, Aurangabad",4.2,Aurangabad,"3-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",4322.0
"The Fern Residency, Aurangabad",4.1,Aurangabad,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Bar, Restaurant",4928.0
Aurangabad Gymkhana Club Hotel,4.1,Aurangabad,"3-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Bar",2573.0
Hotel Grand Ecotel,4.2,Aurangabad,"Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Kitchen, Full-service laundry",2204.0
Hotel kartiki,4.0,Aurangabad,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Bar, Restaurant, Room service, Full-service laundry, Kid-friendly",1087.0
Lemon Tree Hotel,4.2,Aurangabad,"4-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",6215.0
Enrise By Sayaji,4.2,Aurangabad,"3-star hotel, Free breakfast, Free Wi-Fi, Pool, Restaurant, Room service, Kitchen, Airport shuttle, Full-service laundry",3348.0
The Manor Hotel,3.9,Aurangabad,"3-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Restaurant, Room service, Airport shuttle",2566.0
Radhika Ex,3.9,Aurangabad,"Breakfast, Free Wi-Fi, Paid parking, Pool, Air conditioning, Kitchen, Kid-friendly, Smoke-free, 0",2357.0
Novotel Ahmedabad,4.6,Ahmedabad,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Pet-friendly, Fitness center, Spa",6042.0
The Grand Bhagwati,4.3,Ahmedabad,"4-star hotel, Free breakfast, Free Wi-Fi, Paid parking, Air conditioning, Restaurant, Room service, Kitchen, Airport shuttle",4854.0
"Holiday Inn Express Ahmedabad Prahlad Nagar, an IHG Hotel",4.4,Ahmedabad,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Fitness center, Restaurant, Room service, Airport shuttle, Accessible",4007.0
"Taj Skyline, Ahmedabad",4.5,Ahmedabad,"5-star hotel, Free breakfast, Free Wi-Fi, Free parking, Pool, Spa, Restaurant, Room service, Airport shuttle",8064.0
Hyatt Regency Ahmedabad,4.4,Ahmedabad,"5-star hotel, Breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Fitness center, Spa, Restaurant",6490.0
